id,year,state_name,state_code,district_name,district_code,rural_urban,level,gender,age,social_group,literacy,working_status,worker_type,occupation,population
181220,2011,Gujarat,24,Vadodara,461,Urban,Town,Female,nan,nan,nan,Worker,Total,Other,98216
181221,2011,Gujarat,24,Vadodara,461,Urban,Ward,Total,nan,nan,nan,Worker,Total,Agricultural_Labourers,20943
181222,2011,Gujarat,24,Vadodara,461,Urban,Ward,Female,nan,nan,Literate,nan,nan,nan,742126
181223,2011,Gujarat,24,Vadodara,461,Urban,Town,Total,nan,nan,Literate,nan,nan,nan,1610949
181224,2011,Gujarat,24,Vadodara,461,Urban,Ward,Total,nan,nan,nan,Worker,Total,Household_Industry_Worker,8377
181225,2011,Gujarat,24,Vadodara,461,Urban,Ward,Total,nan,nan,nan,Non_Worker,nan,nan,1317006
181226,2011,Gujarat,24,Vadodara,461,Urban,Town,Female,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,156
181227,2011,Gujarat,24,Vadodara,461,Urban,Ward,Male,nan,nan,nan,Worker,Marg_0_3_,Cultivator,31
181228,2011,Gujarat,24,Vadodara,461,Urban,Ward,Female,0_To_6_Years,nan,nan,nan,nan,nan,93463
181229,2011,Gujarat,24,Chhotaudepur,668,Urban,Ward,Female,nan,nan,nan,Worker,Total,Household_Industry_Worker,60
181230,2011,Gujarat,24,Chhotaudepur,668,Urban,Ward,Female,nan,nan,nan,Worker,Total,Agricultural_Labourers,649
181231,2011,Gujarat,24,Chhotaudepur,668,Urban,Ward,Total,nan,nan,nan,Worker,Main,Total,22484
181232,2011,Gujarat,24,Chhotaudepur,668,Urban,Ward,Female,0_To_6_Years,nan,nan,nan,nan,nan,3983
181233,2011,Gujarat,24,Chhotaudepur,668,Urban,Ward,Female,nan,nan,nan,Worker,Main,Agricultural_Labourers,455
181234,2011,Gujarat,24,Chhotaudepur,668,Urban,Ward,Male,nan,nan,nan,Worker,Marg_0_3_,Other,92
181235,2011,Gujarat,24,Chhotaudepur,668,Urban,Ward,Total,nan,nan,nan,Worker,Marg_0_3_,Cultivator,1
181236,2011,Gujarat,24,Chhotaudepur,668,Urban,Town,Total,nan,nan,nan,Worker,Marg_3_6_,Other,1586
181237,2011,Gujarat,24,Chhotaudepur,668,Urban,Ward,Total,nan,nan,nan,Worker,Total,Total,24683
181238,2011,Gujarat,24,Chhotaudepur,668,Urban,Ward,Male,nan,nan,nan,Worker,Total,Total,20303
181239,2011,Gujarat,24,Chhotaudepur,668,Urban,Town,Female,nan,nan,nan,Worker,Total,Agricultural_Labourers,649
181240,2011,Gujarat,24,Chhotaudepur,668,Urban,Ward,Female,nan,nan,nan,Worker,Total,Cultivator,100
181241,2011,Gujarat,24,Chhotaudepur,668,Urban,Ward,Male,nan,nan,nan,Worker,Marg_0_3_,Total,107
181242,2011,Gujarat,24,Chhotaudepur,668,Urban,Town,Male,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,30
181243,2011,Gujarat,24,Chhotaudepur,668,Urban,Town,Female,nan,nan,nan,Worker,Marg_0_3_,Other,49
181244,2011,Gujarat,24,Chhotaudepur,668,Urban,Town,Male,nan,nan,nan,Worker,Marg_3_6_,Cultivator,21
181245,2011,Gujarat,24,Chhotaudepur,668,Urban,Town,Total,nan,nan,nan,Worker,Marg_0_3_,Cultivator,1
181246,2011,Gujarat,24,Chhotaudepur,668,Urban,Town,Female,nan,nan,nan,Worker,Total,Household_Industry_Worker,60
181247,2011,Gujarat,24,Chhotaudepur,668,Urban,Ward,Total,nan,nan,nan,Worker,Total,Other,21219
181248,2011,Gujarat,24,Chhotaudepur,668,Urban,Ward,Total,nan,Sc,nan,nan,nan,nan,4680
181249,2011,Gujarat,24,Chhotaudepur,668,Urban,Ward,Female,nan,nan,nan,Worker,Main,Total,3502
181250,2011,Gujarat,24,Chhotaudepur,668,Urban,Town,Total,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,5
181251,2011,Gujarat,24,Chhotaudepur,668,Urban,Ward,Total,nan,nan,Illiterate,nan,nan,nan,18892
181252,2011,Gujarat,24,Chhotaudepur,668,Urban,Town,Total,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,24
181253,2011,Gujarat,24,Chhotaudepur,668,Urban,Town,Male,nan,nan,Illiterate,nan,nan,nan,7743
181254,2011,Gujarat,24,Chhotaudepur,668,Urban,Ward,Total,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,24
181255,2011,Gujarat,24,Chhotaudepur,668,Urban,Ward,Total,nan,nan,nan,Non_Worker,nan,nan,47732
181256,2011,Gujarat,24,Narmada,452,Urban,Town,Female,nan,Sc,nan,nan,nan,nan,1350
181257,2011,Gujarat,24,Narmada,452,Urban,Town,Male,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,48
181258,2011,Gujarat,24,Narmada,452,Urban,Ward,Male,nan,Sc,nan,nan,nan,nan,1429
181259,2011,Gujarat,24,Narmada,452,Urban,Ward,Total,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,1207
181260,2011,Gujarat,24,Narmada,452,Urban,Ward,Total,nan,nan,nan,Worker,Total,Agricultural_Labourers,3689
181261,2011,Gujarat,24,Narmada,452,Urban,Town,Total,nan,General,nan,nan,nan,nan,39092
181262,2011,Gujarat,24,Narmada,452,Urban,Ward,Female,nan,nan,nan,Worker,Total,Household_Industry_Worker,86
181263,2011,Gujarat,24,Narmada,452,Urban,Town,Total,nan,nan,nan,Worker,Main,Cultivator,747
181264,2011,Gujarat,24,Narmada,452,Urban,Town,Male,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,457
181265,2011,Gujarat,24,Narmada,452,Urban,Town,Total,0_To_6_Years,nan,nan,nan,nan,nan,6246
181266,2011,Gujarat,24,Narmada,452,Urban,Town,Total,nan,nan,nan,Worker,Main,Household_Industry_Worker,191
181267,2011,Gujarat,24,Narmada,452,Urban,Ward,Female,nan,nan,Total,nan,nan,nan,30194
181268,2011,Gujarat,24,Narmada,452,Urban,Ward,Total,nan,St,nan,nan,nan,nan,20001
181269,2011,Gujarat,24,Narmada,452,Urban,Town,Female,nan,nan,nan,Worker,Main,Other,2154
181270,2011,Gujarat,24,Narmada,452,Urban,Ward,Total,nan,nan,nan,Worker,Total,Total,21082
181271,2011,Gujarat,24,Narmada,452,Urban,Ward,Female,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,10
181272,2011,Gujarat,24,Narmada,452,Urban,Ward,Male,nan,nan,nan,Worker,Total,Other,13157
181273,2011,Gujarat,24,Narmada,452,Urban,Ward,Male,nan,nan,nan,Total,nan,nan,31678
181274,2011,Gujarat,24,Narmada,452,Urban,Ward,Total,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,91
181275,2011,Gujarat,24,Narmada,452,Urban,Ward,Male,nan,nan,Literate,nan,nan,nan,26201
181277,2011,Gujarat,24,Narmada,452,Urban,Town,Female,nan,nan,nan,Worker,Total,Agricultural_Labourers,1423
181278,2011,Gujarat,24,Narmada,452,Urban,Ward,Male,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,6
181279,2011,Gujarat,24,Narmada,452,Urban,Town,Total,nan,nan,Illiterate,nan,nan,nan,13213
181280,2011,Gujarat,24,Narmada,452,Urban,Ward,Male,nan,nan,nan,Worker,Marg_0_3_,Cultivator,2
181281,2011,Gujarat,24,Narmada,452,Urban,Town,Female,nan,nan,nan,Worker,Main,Total,2834
181282,2011,Gujarat,24,Narmada,452,Urban,Town,Female,nan,nan,nan,Worker,Total,Cultivator,64
181283,2011,Gujarat,24,Narmada,452,Urban,Ward,Total,nan,General,nan,nan,nan,nan,39092
181284,2011,Gujarat,24,Bharuch,442,Urban,Ward,Male,nan,nan,nan,Worker,Total,Total,153728
181285,2011,Gujarat,24,Bharuch,442,Urban,Town,Male,nan,nan,nan,Worker,Main,Other,132371
181286,2011,Gujarat,24,Bharuch,442,Urban,Town,Male,nan,nan,nan,Worker,Marg_3_6_,Other,8394
181287,2011,Gujarat,24,Bharuch,442,Urban,Town,Total,nan,nan,nan,Worker,Main,Other,150559
181288,2011,Gujarat,24,Bharuch,442,Urban,Ward,Female,nan,nan,nan,Worker,Marg_0_3_,Total,832
181289,2011,Gujarat,24,Bharuch,442,Urban,Town,Male,nan,nan,Total,nan,nan,nan,276314
181290,2011,Gujarat,24,Bharuch,442,Urban,Ward,Male,nan,nan,nan,Worker,Main,Cultivator,2201
181291,2011,Gujarat,24,Bharuch,442,Urban,Town,Total,nan,nan,nan,Worker,Marg_0_3_,Cultivator,9
181292,2011,Gujarat,24,Bharuch,442,Urban,Town,Total,0_To_6_Years,nan,nan,nan,nan,nan,57593
181293,2011,Gujarat,24,Bharuch,442,Urban,Ward,Male,nan,Sc,nan,nan,nan,nan,13893
181294,2011,Gujarat,24,Bharuch,442,Urban,Ward,Total,nan,nan,nan,Worker,Marg_3_6_,Total,14469
181295,2011,Gujarat,24,Bharuch,442,Urban,Ward,Female,nan,nan,nan,Worker,Main,Other,18188
181296,2011,Gujarat,24,Bharuch,442,Urban,Ward,Total,nan,nan,nan,Worker,Main,Agricultural_Labourers,7716
181297,2011,Gujarat,24,Bharuch,442,Urban,Ward,Total,nan,nan,nan,Worker,Main,Household_Industry_Worker,2227
181298,2011,Gujarat,24,Bharuch,442,Urban,Ward,Female,nan,Total,nan,nan,nan,nan,248645
181299,2011,Gujarat,24,Bharuch,442,Urban,Ward,Total,nan,nan,nan,Worker,Main,Cultivator,2390
181300,2011,Gujarat,24,Bharuch,442,Urban,Town,Male,nan,nan,nan,Worker,Marg_3_6_,Total,9577
181301,2011,Gujarat,24,Bharuch,442,Urban,Ward,Male,nan,nan,nan,Worker,Main,Household_Industry_Worker,1860
181302,2011,Gujarat,24,Bharuch,442,Urban,Ward,Male,nan,nan,nan,Worker,Total,Agricultural_Labourers,6873
181303,2011,Gujarat,24,Bharuch,442,Urban,Ward,Total,nan,St,nan,nan,nan,nan,56214
181304,2011,Gujarat,24,Bharuch,442,Urban,Ward,Female,nan,nan,nan,Worker,Marg_0_3_,Other,601
181305,2011,Gujarat,24,Bharuch,442,Urban,Town,Female,0_To_6_Years,nan,nan,nan,nan,nan,27067
181306,2011,Gujarat,24,Bharuch,442,Urban,Ward,Total,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,1063
181307,2011,Gujarat,24,Dang,444,Urban,Ward,Male,0_To_6_Years,nan,nan,nan,nan,nan,1427
181308,2011,Gujarat,24,Dang,444,Urban,Ward,Female,nan,nan,Total,nan,nan,nan,12576
181309,2011,Gujarat,24,Dang,444,Urban,Town,Female,nan,nan,nan,Worker,Marg_0_3_,Other,30
181310,2011,Gujarat,24,Dang,444,Urban,Ward,Female,nan,nan,nan,Worker,Main,Cultivator,25
181311,2011,Gujarat,24,Dang,444,Urban,Ward,Total,nan,nan,nan,Worker,Marg_0_3_,Other,104
181312,2011,Gujarat,24,Dang,444,Urban,Ward,Female,nan,nan,nan,Worker,Total,Agricultural_Labourers,292
181313,2011,Gujarat,24,Dang,444,Urban,Ward,Total,nan,nan,nan,Worker,Main,Household_Industry_Worker,228
181314,2011,Gujarat,24,Dang,444,Urban,Ward,Female,nan,nan,nan,Worker,Total,Household_Industry_Worker,159
181315,2011,Gujarat,24,Dang,444,Urban,Town,Female,nan,nan,nan,Worker,Marg_3_6_,Cultivator,6
181316,2011,Gujarat,24,Dang,444,Urban,Town,Female,nan,nan,nan,Non_Worker,nan,nan,10776
181317,2011,Gujarat,24,Dang,444,Urban,Ward,Female,nan,Total,nan,nan,nan,nan,12576
181318,2011,Gujarat,24,Dang,444,Urban,Ward,Total,nan,General,nan,nan,nan,nan,7911
181319,2011,Gujarat,24,Dang,444,Urban,Town,Total,nan,General,nan,nan,nan,nan,7911
181320,2011,Gujarat,24,Dang,444,Urban,Ward,Total,nan,nan,nan,Worker,Main,Agricultural_Labourers,906
181321,2011,Gujarat,24,Dang,444,Urban,Town,Total,nan,nan,Total,nan,nan,nan,24687
181322,2011,Gujarat,24,Dang,444,Urban,Town,Male,nan,nan,nan,Worker,Marg_0_3_,Other,74
181323,2011,Gujarat,24,Dang,444,Urban,Town,Female,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,31
181324,2011,Gujarat,24,Dang,444,Urban,Ward,Female,nan,nan,nan,Worker,Main,Agricultural_Labourers,255
181325,2011,Gujarat,24,Dang,444,Urban,Town,Male,nan,nan,Literate,nan,nan,nan,9914
181326,2011,Gujarat,24,Dang,444,Urban,Ward,Female,nan,nan,nan,Worker,Main,Household_Industry_Worker,38
181327,2011,Gujarat,24,Dang,444,Urban,Ward,Total,nan,nan,nan,Worker,Marg_3_6_,Total,732
181328,2011,Gujarat,24,Navsari,453,Urban,Town,Male,nan,nan,Literate,nan,nan,nan,176548
181329,2011,Gujarat,24,Navsari,453,Urban,Ward,Male,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,101
181330,2011,Gujarat,24,Navsari,453,Urban,Town,Male,nan,nan,nan,Worker,Marg_0_3_,Total,782
181331,2011,Gujarat,24,Navsari,453,Urban,Ward,Total,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,313
181332,2011,Gujarat,24,Navsari,453,Urban,Town,Total,nan,nan,nan,Worker,Marg_0_3_,Cultivator,16
181333,2011,Gujarat,24,Navsari,453,Urban,Town,Male,nan,nan,nan,Worker,Main,Total,118681
181334,2011,Gujarat,24,Navsari,453,Urban,Town,Total,nan,nan,nan,Worker,Main,Total,144902
181335,2011,Gujarat,24,Navsari,453,Urban,Ward,Female,nan,nan,nan,Worker,Main,Other,23540
181336,2011,Gujarat,24,Navsari,453,Urban,Town,Male,nan,nan,nan,Worker,Main,Other,112779
181337,2011,Gujarat,24,Navsari,453,Urban,Ward,Male,nan,nan,nan,Worker,Main,Total,118681
181338,2011,Gujarat,24,Navsari,453,Urban,Town,Female,nan,nan,nan,Worker,Total,Other,27047
181339,2011,Gujarat,24,Navsari,453,Urban,Ward,Female,nan,St,nan,nan,nan,nan,34106
181340,2011,Gujarat,24,Navsari,453,Urban,Ward,Total,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,95
181341,2011,Gujarat,24,Navsari,453,Urban,Ward,Total,nan,nan,nan,Worker,Marg_0_3_,Total,1513
181342,2011,Gujarat,24,Navsari,453,Urban,Town,Female,nan,nan,nan,Worker,Total,Total,30674
181343,2011,Gujarat,24,Navsari,453,Urban,Town,Total,nan,nan,nan,Worker,Main,Agricultural_Labourers,5314
181344,2011,Gujarat,24,Navsari,453,Urban,Ward,Female,nan,Total,nan,nan,nan,nan,195721
181345,2011,Gujarat,24,Navsari,453,Urban,Ward,Male,nan,nan,nan,Worker,Total,Other,117652
181346,2011,Gujarat,24,Navsari,453,Urban,Town,Total,nan,nan,nan,Worker,Total,Household_Industry_Worker,1916
181347,2011,Gujarat,24,Navsari,453,Urban,Town,Total,nan,St,nan,nan,nan,nan,67847
181348,2011,Gujarat,24,Navsari,453,Urban,Ward,Female,nan,nan,nan,Worker,Main,Total,26221
181349,2011,Gujarat,24,Navsari,453,Urban,Ward,Total,nan,Total,nan,nan,nan,nan,409137
181350,2011,Gujarat,24,Navsari,453,Urban,Town,Total,nan,nan,Total,nan,nan,nan,409137
181351,2011,Gujarat,24,Valsad,462,Urban,Ward,Total,nan,nan,nan,Worker,Main,Cultivator,4313
181353,2011,Gujarat,24,Valsad,462,Urban,Town,Male,nan,nan,nan,Worker,Main,Other,181096
181354,2011,Gujarat,24,Valsad,462,Urban,Town,Female,nan,nan,nan,Worker,Main,Cultivator,743
181355,2011,Gujarat,24,Valsad,462,Urban,Town,Total,nan,nan,nan,Worker,Main,Other,212505
181356,2011,Gujarat,24,Valsad,462,Urban,Town,Total,nan,nan,nan,Worker,Total,Other,230526
181357,2011,Gujarat,24,Valsad,462,Urban,Town,Total,nan,Total,nan,nan,nan,nan,635501
181358,2011,Gujarat,24,Valsad,462,Urban,Ward,Total,nan,General,nan,nan,nan,nan,500249
181359,2011,Gujarat,24,Valsad,462,Urban,Ward,Male,nan,St,nan,nan,nan,nan,58503
181360,2011,Gujarat,24,Valsad,462,Urban,Ward,Total,nan,nan,Illiterate,nan,nan,nan,136049
181361,2011,Gujarat,24,Valsad,462,Urban,Ward,Male,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,93
181362,2011,Gujarat,24,Valsad,462,Urban,Town,Total,nan,nan,nan,Worker,Marg_0_3_,Cultivator,97
181363,2011,Gujarat,24,Valsad,462,Urban,Town,Female,nan,nan,nan,Worker,Marg_3_6_,Total,9100
181364,2011,Gujarat,24,Valsad,462,Urban,Town,Female,nan,St,nan,nan,nan,nan,59289
181365,2011,Gujarat,24,Valsad,462,Urban,Town,Total,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,749
181366,2011,Gujarat,24,Valsad,462,Urban,Town,Female,nan,nan,nan,Worker,Main,Household_Industry_Worker,885
181367,2011,Gujarat,24,Valsad,462,Urban,Ward,Female,nan,nan,nan,Worker,Total,Household_Industry_Worker,1512
181368,2011,Gujarat,24,Surat,459,Urban,Town,Female,nan,nan,nan,Worker,Total,Total,213618
181369,2011,Gujarat,24,Surat,459,Urban,Ward,Female,nan,nan,nan,Worker,Total,Other,188183
181370,2011,Gujarat,24,Surat,459,Urban,Ward,Total,nan,nan,nan,Worker,Marg_3_6_,Cultivator,929
181371,2011,Gujarat,24,Surat,459,Urban,Town,Total,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,1840
181372,2011,Gujarat,24,Surat,459,Urban,Ward,Male,nan,nan,nan,Worker,Marg_3_6_,Other,33880
181373,2011,Gujarat,24,Surat,459,Urban,Ward,Male,nan,nan,nan,Worker,Total,Household_Industry_Worker,18126
181374,2011,Gujarat,24,Surat,459,Urban,Ward,Male,nan,nan,nan,Worker,Marg_3_6_,Total,36395
181375,2011,Gujarat,24,Surat,459,Urban,Town,Female,nan,nan,nan,Worker,Total,Other,186720
181376,2011,Gujarat,24,Surat,459,Urban,Town,Male,nan,nan,nan,Worker,Marg_3_6_,Cultivator,465
181377,2011,Gujarat,24,Surat,459,Urban,Ward,Male,nan,nan,nan,Total,nan,nan,2762164
181378,2011,Gujarat,24,Surat,459,Urban,Ward,Total,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,6690
181379,2011,Gujarat,24,Surat,459,Urban,Town,Female,nan,nan,nan,Worker,Main,Household_Industry_Worker,10595
181380,2011,Gujarat,24,Surat,459,Urban,Town,Male,nan,nan,Illiterate,nan,nan,nan,540202
181381,2011,Gujarat,24,Surat,459,Urban,Town,Female,nan,nan,Literate,nan,nan,nan,1506036
181382,2011,Gujarat,24,Surat,459,Urban,Ward,Male,nan,nan,Total,nan,nan,nan,2762164
181383,2011,Gujarat,24,Surat,459,Urban,Ward,Total,nan,nan,Illiterate,nan,nan,nan,1118247
181384,2011,Gujarat,24,Surat,459,Urban,Town,Male,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,1045
181385,2011,Gujarat,24,Surat,459,Urban,Town,Total,nan,nan,Total,nan,nan,nan,4815400
181386,2011,Gujarat,24,Surat,459,Urban,Ward,Female,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,943
181387,2011,Gujarat,24,Surat,459,Urban,Ward,Total,nan,nan,nan,Worker,Main,Household_Industry_Worker,27383
181388,2011,Gujarat,24,Surat,459,Urban,Ward,Total,nan,nan,Literate,nan,nan,nan,3730966
181389,2011,Gujarat,24,Surat,459,Urban,Town,Male,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,801
181390,2011,Gujarat,24,Surat,459,Urban,Ward,Total,nan,nan,nan,Worker,Main,Cultivator,9564
181391,2011,Gujarat,24,Surat,459,Urban,Ward,Total,nan,nan,nan,Worker,Main,Agricultural_Labourers,22221
181392,2011,Gujarat,24,Surat,459,Urban,Town,Total,nan,nan,nan,Worker,Marg_3_6_,Total,64131
181393,2011,Gujarat,24,Tapi,641,Urban,Ward,Total,0_To_6_Years,nan,nan,nan,nan,nan,9027
181394,2011,Gujarat,24,Tapi,641,Urban,Town,Female,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,14
181395,2011,Gujarat,24,Tapi,641,Urban,Ward,Female,nan,nan,nan,Non_Worker,nan,nan,31600
181396,2011,Gujarat,24,Tapi,641,Urban,Town,Total,nan,nan,nan,Worker,Main,Total,24437
181397,2011,Gujarat,24,Tapi,641,Urban,Town,Male,nan,General,nan,nan,nan,nan,28249
181398,2011,Gujarat,24,Tapi,641,Urban,Ward,Female,nan,nan,nan,Worker,Main,Cultivator,62
181399,2011,Gujarat,24,Tapi,641,Urban,Ward,Male,nan,Total,nan,nan,nan,nan,40640
181400,2011,Gujarat,24,Tapi,641,Urban,Ward,Total,nan,nan,nan,Worker,Marg_0_3_,Other,546
181401,2011,Gujarat,24,Tapi,641,Urban,Town,Female,nan,nan,nan,Worker,Marg_0_3_,Cultivator,1
181402,2011,Gujarat,24,Tapi,641,Urban,Town,Total,nan,nan,nan,Worker,Main,Other,22190
181403,2011,Gujarat,24,Tapi,641,Urban,Ward,Female,0_To_6_Years,nan,nan,nan,nan,nan,4295
181404,2011,Gujarat,24,Tapi,641,Urban,Ward,Male,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,55
181405,2011,Gujarat,24,Tapi,641,Urban,Ward,Female,nan,nan,nan,Worker,Main,Agricultural_Labourers,569
181406,2011,Gujarat,24,Tapi,641,Urban,Ward,Total,nan,nan,nan,Worker,Main,Other,22190
181407,2011,Maharashtra,27,Nandurbar,486,Urban,Town,Female,nan,nan,nan,Worker,Marg_3_6_,Other,1727
181408,2011,Maharashtra,27,Nandurbar,486,Urban,Town,Total,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,2334
181409,2011,Maharashtra,27,Nandurbar,486,Urban,Town,Male,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,99
181410,2011,Maharashtra,27,Nandurbar,486,Urban,Town,Total,nan,nan,nan,Worker,Main,Cultivator,3035
181411,2011,Maharashtra,27,Nandurbar,486,Urban,Town,Male,nan,General,nan,nan,nan,nan,112825
181412,2011,Maharashtra,27,Nandurbar,486,Urban,Ward,Female,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,1302
181413,2011,Maharashtra,27,Nandurbar,486,Urban,Town,Total,nan,nan,nan,Worker,Marg_0_3_,Total,1818
181414,2011,Maharashtra,27,Nandurbar,486,Urban,Town,Female,nan,nan,Literate,nan,nan,nan,93464
181415,2011,Maharashtra,27,Nandurbar,486,Urban,Ward,Male,nan,St,nan,nan,nan,nan,23854
181416,2011,Maharashtra,27,Nandurbar,486,Urban,Ward,Male,nan,nan,nan,Non_Worker,nan,nan,76230
181417,2011,Maharashtra,27,Nandurbar,486,Urban,Ward,Total,nan,nan,Illiterate,nan,nan,nan,65225
181418,2011,Maharashtra,27,Nandurbar,486,Urban,Town,Male,0_To_6_Years,nan,nan,nan,nan,nan,17349
181419,2011,Maharashtra,27,Nandurbar,486,Urban,Town,Male,nan,nan,nan,Worker,Marg_0_3_,Cultivator,63
181420,2011,Maharashtra,27,Nandurbar,486,Urban,Ward,Female,nan,General,nan,nan,nan,nan,97583
181421,2011,Maharashtra,27,Nandurbar,486,Urban,Ward,Male,nan,nan,nan,Worker,Marg_0_3_,Cultivator,63
181422,2011,Maharashtra,27,Nandurbar,486,Urban,Town,Total,nan,nan,nan,Worker,Marg_0_3_,Other,1150
181423,2011,Maharashtra,27,Nandurbar,486,Urban,Town,Total,nan,nan,Total,nan,nan,nan,275474
181424,2011,Maharashtra,27,Nandurbar,486,Urban,Town,Total,nan,nan,nan,Worker,Marg_3_6_,Cultivator,313
181425,2011,Maharashtra,27,Nandurbar,486,Urban,Ward,Male,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,74
181426,2011,Maharashtra,27,Nandurbar,486,Urban,Town,Male,nan,nan,Total,nan,nan,nan,145499
181427,2011,Maharashtra,27,Nandurbar,486,Urban,Ward,Female,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,585
181428,2011,Maharashtra,27,Nandurbar,486,Urban,Town,Female,nan,nan,nan,Worker,Marg_3_6_,Total,3723
181429,2011,Maharashtra,27,Nandurbar,486,Urban,Ward,Male,nan,Sc,nan,nan,nan,nan,8820
181430,2011,Maharashtra,27,Dhule,474,Urban,Town,Female,nan,nan,nan,Worker,Marg_3_6_,Total,4978
181431,2011,Maharashtra,27,Dhule,474,Urban,Town,Male,nan,nan,nan,Worker,Main,Agricultural_Labourers,7054
181432,2011,Maharashtra,27,Dhule,474,Urban,Town,Female,nan,nan,Literate,nan,nan,nan,202566
181433,2011,Maharashtra,27,Dhule,474,Urban,Ward,Male,nan,nan,Literate,nan,nan,nan,233910
181434,2011,Maharashtra,27,Dhule,474,Urban,Town,Male,nan,nan,nan,Worker,Main,Cultivator,2773
181435,2011,Maharashtra,27,Dhule,474,Urban,Town,Total,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,350
181436,2011,Maharashtra,27,Dhule,474,Urban,Ward,Male,nan,nan,nan,Worker,Marg_0_3_,Other,892
181437,2011,Maharashtra,27,Dhule,474,Urban,Ward,Total,nan,nan,nan,Worker,Total,Total,178284
181438,2011,Maharashtra,27,Dhule,474,Urban,Ward,Male,nan,nan,nan,Worker,Marg_0_3_,Total,1197
181439,2011,Maharashtra,27,Dhule,474,Urban,Ward,Female,nan,nan,nan,Worker,Main,Total,27555
181440,2011,Maharashtra,27,Dhule,474,Urban,Town,Male,nan,nan,nan,Total,nan,nan,295115
181441,2011,Maharashtra,27,Dhule,474,Urban,Ward,Total,nan,nan,nan,Worker,Total,Other,154747
181442,2011,Maharashtra,27,Dhule,474,Urban,Ward,Female,nan,nan,Illiterate,nan,nan,nan,73355
181443,2011,Maharashtra,27,Dhule,474,Urban,Town,Male,nan,Total,nan,nan,nan,nan,295115
181444,2011,Maharashtra,27,Dhule,474,Urban,Town,Male,nan,nan,nan,Worker,Total,Household_Industry_Worker,3773
181445,2011,Maharashtra,27,Dhule,474,Urban,Town,Male,nan,nan,nan,Worker,Main,Household_Industry_Worker,3271
181446,2011,Maharashtra,27,Dhule,474,Urban,Ward,Female,nan,nan,nan,Worker,Main,Agricultural_Labourers,4355
181447,2011,Maharashtra,27,Dhule,474,Urban,Town,Male,nan,nan,nan,Worker,Total,Cultivator,3006
181448,2011,Maharashtra,27,Dhule,474,Urban,Ward,Male,nan,nan,nan,Worker,Total,Total,144979
181449,2011,Maharashtra,27,Dhule,474,Urban,Ward,Total,nan,Sc,nan,nan,nan,nan,45272
181450,2011,Maharashtra,27,Jalgaon,478,Urban,Town,Total,nan,nan,nan,Non_Worker,nan,nan,906831
181451,2011,Maharashtra,27,Jalgaon,478,Urban,Ward,Male,nan,nan,nan,Worker,Marg_3_6_,Other,21841
181452,2011,Maharashtra,27,Jalgaon,478,Urban,Ward,Total,nan,nan,nan,Worker,Marg_0_3_,Total,5834
181453,2011,Maharashtra,27,Jalgaon,478,Urban,Ward,Female,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,1479
181454,2011,Maharashtra,27,Jalgaon,478,Urban,Ward,Female,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,300
181455,2011,Maharashtra,27,Jalgaon,478,Urban,Ward,Female,nan,Sc,nan,nan,nan,nan,59586
181456,2011,Maharashtra,27,Jalgaon,478,Urban,Town,Total,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,10816
181457,2011,Maharashtra,27,Jalgaon,478,Urban,Town,Total,nan,nan,nan,Worker,Main,Total,384145
